,User ID,Technique,Skill,Metric,Background,Training,Time,Success
803,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,4300.199999928474,True
804,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Untrained,6351.399999976158,True
805,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,3949.899999976158,True
806,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Untrained,5299.300000071526,True
807,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,3300.100000023842,True
808,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Untrained,6551.199999928474,True
809,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,3849.399999976158,True
810,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Untrained,5500.0,True
811,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,4000.2999999523163,True
812,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Untrained,3898.7000000476837,True
813,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,2549.9000000953674,True
814,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Untrained,5501.0,True
815,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,2749.399999976158,True
816,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Untrained,6749.699999928474,True
817,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,4149.700000047684,True
818,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Untrained,7150.200000047684,True
819,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,4199.800000071526,True
820,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Untrained,5550.200000047684,True
821,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,3498.6999999284744,True
822,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Untrained,4750.099999904633,True
823,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,2999.6999999284744,True
824,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Untrained,6748.900000095367,True
825,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Untrained,4350.400000095367,True
826,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,6528.399999976158,True
827,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,2650.100000023842,True
828,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,4750.5,True
829,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,3250.0,True
830,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,3699.100000023842,True
831,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,2049.6999999284744,True
832,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,5100.100000023842,True
833,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,3549.600000023842,True
834,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,3200.0,True
835,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,1749.8999999761581,True
836,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,7099.799999952316,True
837,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,5599.899999976158,True
838,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,4100.200000047684,True
839,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,2050.8000000715256,True
840,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,4050.0999999046326,True
841,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,2350.0,True
842,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,3550.0,True
843,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,2050.0,True
844,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,3650.4000000953674,True
845,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,2150.100000023842,True
846,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,3899.899999976158,True
847,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,2400.399999976158,True
848,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,5499.5,True
849,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,3800.0,True
850,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,3950.1999999284744,True
851,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,2149.7999999523163,True
852,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,No-Music,Trained,4399.900000095367,True
853,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,No-Music,Trained,2899.899999976158,True
854,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,6582.0,True
855,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,3901.2999999523163,True
856,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,5950.199999928474,True
857,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,3199.399999976158,True
858,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,4951.300000071526,True
859,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,2749.5,True
860,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,3648.600000023842,True
861,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,1851.8999999761581,True
862,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,5051.699999928474,True
863,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,2851.100000023842,True
864,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,4947.899999976158,True
865,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,3150.4000000953674,True
866,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,3599.9000000953674,True
867,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,1997.5,True
868,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,5200.5,True
869,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,3848.5,True
870,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,5251.699999928474,True
871,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,3450.0,True
872,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,6798.700000047684,True
873,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,2650.399999976158,True
874,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,4898.600000023842,True
875,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,2250.899999976158,True
876,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,4303.199999928474,True
877,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,2550.8000000715256,True
878,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,5249.800000071526,True
879,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,3749.2000000476837,True
880,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Total time,Music,Trained,4098.700000047684,True
881,4skkbqCgsCUeDAYAwThCrw5UMRG2,Interval,Expert,Sing time,Music,Trained,1950.2000000476837,True
882,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,8782.800000071526,True
883,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,5698.399999976158,True
884,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,5099.199999928474,True
885,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,2549.5,True
886,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,8000.5,True
887,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,6049.0,True
888,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,5448.300000071526,True
889,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,3199.2999999523163,True
890,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,5150.299999952316,True
891,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,3049.8000000715256,True
892,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,5099.700000047684,True
893,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,3149.5,True
894,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,4649.799999952316,True
895,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,2948.0,True
896,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,4450.200000047684,True
897,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,2851.600000023842,True
898,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,3901.0,True
899,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,2249.7000000476837,True
900,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,5198.899999976158,True
901,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,2949.7999999523163,True
902,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,5099.700000047684,True
903,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,3099.1999999284744,True
904,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Untrained,8449.600000023842,False
905,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Untrained,6799.600000023842,False
906,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,6185.899999976158,True
907,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,3049.4000000953674,True
908,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,5549.700000047684,True
909,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,2399.2999999523163,True
910,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,4050.5,True
911,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,2500.2000000476837,True
912,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,4900.799999952316,False
913,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,3350.0,False
914,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,4349.0,True
915,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,2350.0,True
916,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,5349.800000071526,True
917,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,3699.6999999284744,True
918,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,4200.099999904633,True
919,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,2599.2000000476837,True
920,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,8950.0,True
921,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,6200.600000023842,True
922,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,5949.900000095367,True
923,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,4099.700000047684,True
924,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,3652.2000000476837,False
925,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,2350.0,False
926,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,10647.299999952316,False
927,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,9149.600000023842,False
928,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,6050.600000023842,True
929,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,4503.600000023842,True
930,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,5950.200000047684,True
931,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,5100.100000023842,True
932,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Untrained,4299.600000023842,True
933,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Untrained,2700.1999999284744,True
934,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,8032.399999976158,False
935,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,7348.100000023842,False
936,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,6599.200000047684,True
937,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,5051.399999976158,True
938,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,4950.0,True
939,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,3598.600000023842,True
940,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,3949.6999999284744,True
941,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,2649.8000000715256,True
942,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,5250.100000023842,True
943,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,3599.899999976158,True
944,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,5049.800000071526,True
945,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,3600.100000023842,True
946,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,4700.399999976158,True
947,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,3249.8000000715256,True
948,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,6900.899999976158,True
949,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,5500.800000071526,True
950,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,3848.899999976158,True
951,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,2449.399999976158,True
952,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,3249.5,True
953,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,1849.8999999761581,True
954,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,6500.5,False
955,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,5048.700000047684,False
956,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,6150.199999928474,True
957,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,4649.200000047684,True
958,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,3299.8000000715256,True
959,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,1999.3999999761581,True
960,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,No-Music,Trained,6699.299999952316,True
961,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,No-Music,Trained,5249.600000023842,True
962,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,6240.100000023842,True
963,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,4500.299999952316,True
964,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,5550.300000071526,True
965,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,3800.0,True
966,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,4100.299999952316,True
967,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,2550.0,True
968,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,5350.0,False
969,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,2599.899999976158,False
970,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,4349.5,True
971,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,2249.5,True
972,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,6399.699999928474,True
973,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,3999.8000000715256,True
974,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,4600.400000095367,True
975,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,3249.5,True
976,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,4499.799999952316,True
977,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,2399.8000000715256,True
978,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,8950.100000023842,True
979,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,8299.900000095367,True
980,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,4300.600000023842,True
981,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,2200.0999999046326,True
982,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,5151.0,True
983,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,2200.1999999284744,True
984,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,3898.5999999046326,False
985,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,2000.0,False
986,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,5499.900000095367,True
987,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,3499.600000023842,True
988,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Total time,Music,Trained,8850.199999928474,True
989,4skkbqCgsCUeDAYAwThCrw5UMRG2,Melody,Expert,Sing time,Music,Trained,6999.800000071526,True
990,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,5675.70000000298,True
991,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,2683.2999999970198,True
992,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,3948.2000000029802,True
993,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,1600.1000000014901,True
994,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,5999.39999999851,False
995,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,4000.2999999970198,False
996,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,3652.10000000149,True
997,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,1053.1999999955297,True
998,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,4147.79999999702,True
999,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,2199.0999999940395,True
1000,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,6006.80000000447,True
1001,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,3202.89999999851,True
1002,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,3092.1999999955297,False
1003,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,547.2999999970198,False
1004,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,1352.1000000014901,False
1005,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,404.1000000014901,False
1006,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,1003.3000000044703,False
1007,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,302.80000000447035,False
1008,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,1393.6999999955297,False
1009,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,399.1000000014901,False
1010,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,4452.39999999851,False
1011,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,3499.39999999851,False
1012,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,3449.0,False
1013,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,1699.6000000014901,False
1014,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,2901.89999999851,True
1015,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,2299.6999999955297,True
1016,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,No-Music,Untrained,4100.30000000447,False
1017,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,No-Music,Untrained,2143.39999999851,False
1018,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,Music,Untrained,6328.89999999851,True
1019,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,Music,Untrained,3642.6999999955297,True
1020,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,Music,Untrained,5600.30000000447,True
1021,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,Music,Untrained,3700.60000000149,True
1022,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,Music,Untrained,7200.0,False
1023,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,Music,Untrained,5050.39999999851,False
1024,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,Music,Untrained,1049.8000000044703,False
1025,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,Music,Untrained,350.20000000298023,False
1026,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,Music,Untrained,2550.10000000149,False
1027,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,Music,Untrained,1600.0,False
1028,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,Music,Untrained,3200.0,False
1029,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,Music,Untrained,2500.0,False
1030,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,Music,Untrained,999.6999999955297,False
1031,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Sing time,Music,Untrained,250.20000000298023,False
1032,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Pitch,Intermediate,Total time,Music,Untrained,1350.3999999985099,False
