,User ID,Technique,Skill,Background,Training,Granularity,Error rate
236,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Interval,Novice,No-Music,Trained,Error rate 3,50.0
237,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Interval,Novice,Music,Trained,Error rate 12,35.714285714285715
238,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Interval,Novice,Music,Trained,Error rate 7,21.428571428571427
239,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Interval,Novice,Music,Trained,Error rate 3,0.0
240,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,No-Music,Untrained,Error rate 12,42.857142857142854
241,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,No-Music,Untrained,Error rate 7,42.857142857142854
242,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,No-Music,Untrained,Error rate 3,16.666666666666664
243,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,Music,Untrained,Error rate 12,57.14285714285714
244,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,Music,Untrained,Error rate 7,57.14285714285714
245,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,Music,Untrained,Error rate 3,33.33333333333333
246,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,No-Music,Trained,Error rate 12,50.0
247,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,No-Music,Trained,Error rate 7,50.0
248,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,No-Music,Trained,Error rate 3,16.666666666666664
249,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,Music,Trained,Error rate 12,57.14285714285714
250,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,Music,Trained,Error rate 7,50.0
251,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,Music,Trained,Error rate 3,33.33333333333333
252,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,No-Music,Untrained,Error rate 12,100.0
253,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,No-Music,Untrained,Error rate 7,84.61538461538461
254,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,No-Music,Untrained,Error rate 3,50.0
255,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,Music,Untrained,Error rate 12,35.714285714285715
256,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,Music,Untrained,Error rate 7,28.57142857142857
257,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,Music,Untrained,Error rate 3,0.0
258,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,No-Music,Trained,Error rate 12,21.428571428571427
259,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,No-Music,Trained,Error rate 7,14.285714285714285
260,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,No-Music,Trained,Error rate 3,0.0
261,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,Music,Trained,Error rate 12,21.428571428571427
262,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,Music,Trained,Error rate 7,14.285714285714285
263,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,Music,Trained,Error rate 3,0.0
264,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,No-Music,Untrained,Error rate 12,92.85714285714286
265,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,No-Music,Untrained,Error rate 7,92.85714285714286
266,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,No-Music,Untrained,Error rate 3,83.33333333333334
267,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,Music,Untrained,Error rate 12,14.285714285714285
268,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,Music,Untrained,Error rate 7,7.142857142857142
269,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,Music,Untrained,Error rate 3,0.0
270,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,No-Music,Trained,Error rate 12,21.428571428571427
271,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,No-Music,Trained,Error rate 7,14.285714285714285
272,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,No-Music,Trained,Error rate 3,16.666666666666664
273,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,Music,Trained,Error rate 12,7.6923076923076925
274,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,Music,Trained,Error rate 7,0.0
275,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,Music,Trained,Error rate 3,0.0
276,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,No-Music,Untrained,Error rate 12,64.28571428571429
277,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,No-Music,Untrained,Error rate 7,57.14285714285714
278,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,No-Music,Untrained,Error rate 3,33.33333333333333
279,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,Music,Untrained,Error rate 12,50.0
280,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,Music,Untrained,Error rate 7,42.857142857142854
281,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,Music,Untrained,Error rate 3,16.666666666666664
282,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,No-Music,Trained,Error rate 12,64.28571428571429
283,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,No-Music,Trained,Error rate 7,57.14285714285714
284,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,No-Music,Trained,Error rate 3,16.666666666666664
285,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,Music,Trained,Error rate 12,53.84615384615385
286,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,Music,Trained,Error rate 7,53.84615384615385
287,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,Music,Trained,Error rate 3,33.33333333333333
288,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,No-Music,Untrained,Error rate 12,100.0
289,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,No-Music,Untrained,Error rate 7,92.85714285714286
290,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,No-Music,Untrained,Error rate 3,83.33333333333334
291,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,Music,Untrained,Error rate 12,50.0
292,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,Music,Untrained,Error rate 7,50.0
293,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,Music,Untrained,Error rate 3,33.33333333333333
294,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,No-Music,Trained,Error rate 12,0.0
295,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,No-Music,Trained,Error rate 7,0.0
296,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,No-Music,Trained,Error rate 3,0.0
297,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,Music,Trained,Error rate 12,14.285714285714285
298,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,Music,Trained,Error rate 7,14.285714285714285
299,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,Music,Trained,Error rate 3,0.0
300,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,No-Music,Untrained,Error rate 12,100.0
301,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,No-Music,Untrained,Error rate 7,92.85714285714286
302,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,No-Music,Untrained,Error rate 3,100.0
303,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,Music,Untrained,Error rate 12,21.428571428571427
304,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,Music,Untrained,Error rate 7,21.428571428571427
305,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,Music,Untrained,Error rate 3,16.666666666666664
306,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,No-Music,Trained,Error rate 12,14.285714285714285
307,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,No-Music,Trained,Error rate 7,7.142857142857142
308,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,No-Music,Trained,Error rate 3,0.0
309,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,Music,Trained,Error rate 12,21.428571428571427
310,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,Music,Trained,Error rate 7,21.428571428571427
311,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,Music,Trained,Error rate 3,16.666666666666664
312,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,No-Music,Untrained,Error rate 12,57.14285714285714
313,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,No-Music,Untrained,Error rate 7,57.14285714285714
314,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,No-Music,Untrained,Error rate 3,66.66666666666666
315,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,Music,Untrained,Error rate 12,7.142857142857142
316,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,Music,Untrained,Error rate 7,7.142857142857142
317,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,Music,Untrained,Error rate 3,16.666666666666664
318,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,No-Music,Trained,Error rate 12,21.428571428571427
319,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,No-Music,Trained,Error rate 7,21.428571428571427
320,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,No-Music,Trained,Error rate 3,0.0
321,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,Music,Trained,Error rate 12,50.0
322,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,Music,Trained,Error rate 7,50.0
323,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,Music,Trained,Error rate 3,0.0
324,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,No-Music,Untrained,Error rate 12,92.85714285714286
325,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,No-Music,Untrained,Error rate 7,92.85714285714286
326,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,No-Music,Untrained,Error rate 3,66.66666666666666
327,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,Music,Untrained,Error rate 12,84.61538461538461
328,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,Music,Untrained,Error rate 7,84.61538461538461
329,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,Music,Untrained,Error rate 3,83.33333333333334
330,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,No-Music,Trained,Error rate 12,42.857142857142854
331,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,No-Music,Trained,Error rate 7,42.857142857142854
332,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,No-Music,Trained,Error rate 3,0.0
333,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,Music,Trained,Error rate 12,14.285714285714285
334,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,Music,Trained,Error rate 7,14.285714285714285
335,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,Music,Trained,Error rate 3,0.0
336,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,No-Music,Untrained,Error rate 12,21.428571428571427
337,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,No-Music,Untrained,Error rate 7,21.428571428571427
338,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,No-Music,Untrained,Error rate 3,16.666666666666664
339,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,Music,Untrained,Error rate 12,35.714285714285715
340,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,Music,Untrained,Error rate 7,35.714285714285715
341,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,Music,Untrained,Error rate 3,33.33333333333333
342,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,No-Music,Trained,Error rate 12,35.714285714285715
343,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,No-Music,Trained,Error rate 7,28.57142857142857
344,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,No-Music,Trained,Error rate 3,0.0
345,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,Music,Trained,Error rate 12,64.28571428571429
346,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,Music,Trained,Error rate 7,64.28571428571429
347,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,Music,Trained,Error rate 3,33.33333333333333
348,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,No-Music,Untrained,Error rate 12,64.28571428571429
349,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,No-Music,Untrained,Error rate 7,64.28571428571429
350,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,No-Music,Untrained,Error rate 3,66.66666666666666
351,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,Music,Untrained,Error rate 12,84.61538461538461
352,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,Music,Untrained,Error rate 7,84.61538461538461
353,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,Music,Untrained,Error rate 3,83.33333333333334
354,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,No-Music,Trained,Error rate 12,85.71428571428571
355,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,No-Music,Trained,Error rate 7,85.71428571428571
356,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,No-Music,Trained,Error rate 3,83.33333333333334
357,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,Music,Trained,Error rate 12,35.714285714285715
358,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,Music,Trained,Error rate 7,35.714285714285715
359,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,Music,Trained,Error rate 3,33.33333333333333
360,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,No-Music,Untrained,Error rate 12,50.0
361,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,No-Music,Untrained,Error rate 7,42.857142857142854
362,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,No-Music,Untrained,Error rate 3,16.666666666666664
363,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,Music,Untrained,Error rate 12,50.0
364,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,Music,Untrained,Error rate 7,50.0
365,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,Music,Untrained,Error rate 3,33.33333333333333
366,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,No-Music,Trained,Error rate 12,0.0
367,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,No-Music,Trained,Error rate 7,0.0
368,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,No-Music,Trained,Error rate 3,0.0
369,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,Music,Trained,Error rate 12,21.428571428571427
370,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,Music,Trained,Error rate 7,7.142857142857142
371,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,Music,Trained,Error rate 3,0.0
372,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,No-Music,Untrained,Error rate 12,21.428571428571427
373,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,No-Music,Untrained,Error rate 7,0.0
374,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,No-Music,Untrained,Error rate 3,0.0
375,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,Music,Untrained,Error rate 12,28.57142857142857
376,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,Music,Untrained,Error rate 7,7.142857142857142
377,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,Music,Untrained,Error rate 3,16.666666666666664
378,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,No-Music,Trained,Error rate 12,57.14285714285714
379,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,No-Music,Trained,Error rate 7,35.714285714285715
380,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,No-Music,Trained,Error rate 3,33.33333333333333
381,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,Music,Trained,Error rate 12,46.15384615384615
382,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,Music,Trained,Error rate 7,46.15384615384615
383,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,Music,Trained,Error rate 3,33.33333333333333
384,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,No-Music,Untrained,Error rate 12,30.76923076923077
385,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,No-Music,Untrained,Error rate 7,30.76923076923077
386,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,No-Music,Untrained,Error rate 3,20.0
387,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,Music,Untrained,Error rate 12,57.14285714285714
388,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,Music,Untrained,Error rate 7,64.28571428571429
389,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,Music,Untrained,Error rate 3,33.33333333333333
390,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,No-Music,Trained,Error rate 12,35.714285714285715
391,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,No-Music,Trained,Error rate 7,28.57142857142857
392,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,No-Music,Trained,Error rate 3,0.0
393,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,Music,Trained,Error rate 12,14.285714285714285
394,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,Music,Trained,Error rate 7,7.142857142857142
395,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,Music,Trained,Error rate 3,0.0
396,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,No-Music,Untrained,Error rate 12,85.71428571428571
397,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,No-Music,Untrained,Error rate 7,85.71428571428571
398,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,No-Music,Untrained,Error rate 3,66.66666666666666
399,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,Music,Untrained,Error rate 12,61.53846153846154
400,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,Music,Untrained,Error rate 7,61.53846153846154
401,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,Music,Untrained,Error rate 3,16.666666666666664
402,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,No-Music,Trained,Error rate 12,14.285714285714285
403,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,No-Music,Trained,Error rate 7,14.285714285714285
404,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,No-Music,Trained,Error rate 3,16.666666666666664
405,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,Music,Trained,Error rate 12,14.285714285714285
406,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,Music,Trained,Error rate 7,14.285714285714285
407,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,Music,Trained,Error rate 3,0.0
408,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,No-Music,Untrained,Error rate 12,57.14285714285714
409,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,No-Music,Untrained,Error rate 7,35.714285714285715
410,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,No-Music,Untrained,Error rate 3,33.33333333333333
411,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,Music,Untrained,Error rate 12,78.57142857142857
412,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,Music,Untrained,Error rate 7,50.0
413,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,Music,Untrained,Error rate 3,50.0
414,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,No-Music,Trained,Error rate 12,28.57142857142857
415,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,No-Music,Trained,Error rate 7,28.57142857142857
416,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,No-Music,Trained,Error rate 3,0.0
417,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,Music,Trained,Error rate 12,50.0
418,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,Music,Trained,Error rate 7,50.0
419,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,Music,Trained,Error rate 3,33.33333333333333
420,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,No-Music,Untrained,Error rate 12,50.0
421,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,No-Music,Untrained,Error rate 7,50.0
422,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,No-Music,Untrained,Error rate 3,66.66666666666666
423,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,Music,Untrained,Error rate 12,92.3076923076923
424,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,Music,Untrained,Error rate 7,76.92307692307693
425,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,Music,Untrained,Error rate 3,40.0
426,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,No-Music,Trained,Error rate 12,14.285714285714285
427,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,No-Music,Trained,Error rate 7,14.285714285714285
428,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,No-Music,Trained,Error rate 3,0.0
429,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,Music,Trained,Error rate 12,21.428571428571427
430,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,Music,Trained,Error rate 7,14.285714285714285
431,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,Music,Trained,Error rate 3,0.0
432,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,No-Music,Untrained,Error rate 12,35.714285714285715
433,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,No-Music,Untrained,Error rate 7,35.714285714285715
434,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,No-Music,Untrained,Error rate 3,16.666666666666664
435,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,Music,Untrained,Error rate 12,92.85714285714286
436,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,Music,Untrained,Error rate 7,85.71428571428571
437,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,Music,Untrained,Error rate 3,100.0
438,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,No-Music,Trained,Error rate 12,14.285714285714285
439,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,No-Music,Trained,Error rate 7,14.285714285714285
440,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,No-Music,Trained,Error rate 3,16.666666666666664
441,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,Music,Trained,Error rate 12,0.0
442,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,Music,Trained,Error rate 7,0.0
443,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,Music,Trained,Error rate 3,0.0
444,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,No-Music,Untrained,Error rate 12,53.84615384615385
445,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,No-Music,Untrained,Error rate 7,46.15384615384615
446,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,No-Music,Untrained,Error rate 3,33.33333333333333
447,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,Music,Untrained,Error rate 12,28.57142857142857
448,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,Music,Untrained,Error rate 7,28.57142857142857
449,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,Music,Untrained,Error rate 3,33.33333333333333
450,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,No-Music,Trained,Error rate 12,0.0
451,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,No-Music,Trained,Error rate 7,0.0
452,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,No-Music,Trained,Error rate 3,0.0
453,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,Music,Trained,Error rate 12,7.142857142857142
454,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,Music,Trained,Error rate 7,7.142857142857142
455,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,Music,Trained,Error rate 3,16.666666666666664
456,zNuGxejsczPIjpf2emxu6MomGm82,Melody,Intermediate,No-Music,Untrained,Error rate 12,14.285714285714285
457,zNuGxejsczPIjpf2emxu6MomGm82,Melody,Intermediate,No-Music,Untrained,Error rate 7,14.285714285714285
458,zNuGxejsczPIjpf2emxu6MomGm82,Melody,Intermediate,No-Music,Untrained,Error rate 3,16.666666666666664
459,zNuGxejsczPIjpf2emxu6MomGm82,Melody,Intermediate,Music,Untrained,Error rate 12,61.53846153846154
460,zNuGxejsczPIjpf2emxu6MomGm82,Melody,Intermediate,Music,Untrained,Error rate 7,61.53846153846154
461,zNuGxejsczPIjpf2emxu6MomGm82,Melody,Intermediate,Music,Untrained,Error rate 3,60.0
462,zNuGxejsczPIjpf2emxu6MomGm82,Melody,Intermediate,No-Music,Trained,Error rate 12,0.0
