,Technique,User ID,Skill,Metric,Rating
322,Interval,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Temporal demand,5
323,Interval,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Performance,3
324,Interval,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Effort,4
325,Interval,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Frustration,5
326,Interval,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Enjoyability,4
327,Interval,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Background music,5
328,Melody,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Mental demand,5
329,Melody,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Physical demand,5
330,Melody,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Temporal demand,4
331,Melody,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Performance,4
332,Melody,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Effort,4
333,Melody,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Frustration,5
334,Melody,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Enjoyability,4
335,Melody,Z31kMWcmwlZPIBzuenXuPOjxaet2,0,Background music,4
336,Pitch,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Mental demand,4
337,Pitch,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Physical demand,1
338,Pitch,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Temporal demand,1
339,Pitch,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Performance,2
340,Pitch,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Effort,4
341,Pitch,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Frustration,1
342,Pitch,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Enjoyability,5
343,Pitch,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Background music,7
344,Interval,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Mental demand,6
345,Interval,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Physical demand,5
346,Interval,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Temporal demand,3
347,Interval,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Performance,4
348,Interval,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Effort,5
349,Interval,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Frustration,5
350,Interval,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Enjoyability,3
351,Interval,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Background music,5
352,Melody,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Mental demand,5
353,Melody,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Physical demand,5
354,Melody,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Temporal demand,1
355,Melody,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Performance,3
356,Melody,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Effort,5
357,Melody,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Frustration,4
358,Melody,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Enjoyability,5
359,Melody,Euyc6QBkmbPLaF9bpk2JwVVgGB43,2,Background music,5
360,Pitch,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Mental demand,5
361,Pitch,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Physical demand,4
362,Pitch,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Temporal demand,2
363,Pitch,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Performance,2
364,Pitch,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Effort,5
365,Pitch,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Frustration,2
366,Pitch,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Enjoyability,6
367,Pitch,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Background music,4
368,Interval,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Mental demand,5
369,Interval,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Physical demand,4
370,Interval,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Temporal demand,4
371,Interval,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Performance,2
372,Interval,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Effort,4
373,Interval,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Frustration,3
374,Interval,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Enjoyability,6
375,Interval,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Background music,5
376,Melody,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Mental demand,6
377,Melody,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Physical demand,4
378,Melody,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Temporal demand,6
379,Melody,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Performance,3
380,Melody,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Effort,5
381,Melody,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Frustration,2
382,Melody,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Enjoyability,5
383,Melody,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,1,Background music,5
384,Pitch,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Mental demand,5
385,Pitch,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Physical demand,3
386,Pitch,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Temporal demand,4
387,Pitch,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Performance,3
388,Pitch,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Effort,5
389,Pitch,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Frustration,3
390,Pitch,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Enjoyability,5
391,Pitch,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Background music,5
392,Interval,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Mental demand,5
393,Interval,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Physical demand,3
394,Interval,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Temporal demand,3
395,Interval,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Performance,3
396,Interval,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Effort,5
397,Interval,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Frustration,3
398,Interval,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Enjoyability,5
399,Interval,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Background music,5
400,Melody,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Mental demand,3
401,Melody,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Physical demand,3
402,Melody,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Temporal demand,2
403,Melody,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Performance,2
404,Melody,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Effort,4
405,Melody,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Frustration,3
406,Melody,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Enjoyability,6
407,Melody,wZ6tGHxzM8hz5kkiAtfI7acaBe12,2,Background music,4
408,Pitch,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Mental demand,5
409,Pitch,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Physical demand,2
410,Pitch,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Temporal demand,4
411,Pitch,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Performance,3
412,Pitch,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Effort,5
413,Pitch,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Frustration,5
414,Pitch,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Enjoyability,5
415,Pitch,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Background music,5
416,Interval,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Mental demand,6
417,Interval,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Physical demand,2
418,Interval,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Temporal demand,4
419,Interval,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Performance,3
420,Interval,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Effort,6
421,Interval,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Frustration,5
422,Interval,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Enjoyability,5
423,Interval,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Background music,3
424,Melody,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Mental demand,5
425,Melody,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Physical demand,2
426,Melody,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Temporal demand,4
427,Melody,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Performance,2
428,Melody,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Effort,4
429,Melody,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Frustration,4
430,Melody,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Enjoyability,6
431,Melody,afuxcE0uc6NrDO8XASgRVK4zPBZ2,1,Background music,3
432,Pitch,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Mental demand,6
433,Pitch,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Physical demand,6
434,Pitch,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Temporal demand,5
435,Pitch,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Performance,5
436,Pitch,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Effort,6
437,Pitch,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Frustration,6
438,Pitch,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Enjoyability,5
439,Pitch,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Background music,7
440,Interval,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Mental demand,6
441,Interval,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Physical demand,6
442,Interval,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Temporal demand,4
443,Interval,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Performance,3
444,Interval,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Effort,5
445,Interval,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Frustration,4
446,Interval,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Enjoyability,3
447,Interval,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Background music,7
448,Melody,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Mental demand,7
449,Melody,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Physical demand,7
450,Melody,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Temporal demand,4
451,Melody,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Performance,7
452,Melody,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Effort,7
453,Melody,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Frustration,7
454,Melody,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Enjoyability,1
455,Melody,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,0,Background music,5
456,Pitch,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Mental demand,5
457,Pitch,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Physical demand,4
458,Pitch,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Temporal demand,5
459,Pitch,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Performance,7
460,Pitch,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Effort,5
461,Pitch,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Frustration,6
462,Pitch,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Enjoyability,4
463,Pitch,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Background music,6
464,Interval,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Mental demand,7
465,Interval,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Physical demand,7
466,Interval,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Temporal demand,4
467,Interval,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Performance,3
468,Interval,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Effort,6
469,Interval,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Frustration,7
470,Interval,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Enjoyability,3
471,Interval,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Background music,6
472,Melody,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Mental demand,5
473,Melody,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Physical demand,5
474,Melody,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Temporal demand,4
475,Melody,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Performance,2
476,Melody,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Effort,5
477,Melody,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Frustration,4
478,Melody,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Enjoyability,4
479,Melody,mNy8hOQrzjaIYD6r1OPQJQBafA32,0,Background music,3
480,Pitch,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Mental demand,4
481,Pitch,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Physical demand,5
482,Pitch,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Temporal demand,5
483,Pitch,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Performance,3
484,Pitch,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Effort,5
485,Pitch,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Frustration,4
486,Pitch,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Enjoyability,4
487,Pitch,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Background music,3
488,Interval,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Mental demand,5
489,Interval,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Physical demand,5
490,Interval,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Temporal demand,4
491,Interval,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Performance,3
492,Interval,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Effort,5
493,Interval,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Frustration,5
494,Interval,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Enjoyability,3
495,Interval,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Background music,3
496,Melody,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Mental demand,4
497,Melody,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Physical demand,5
498,Melody,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Temporal demand,3
499,Melody,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Performance,3
500,Melody,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Effort,3
501,Melody,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Frustration,4
502,Melody,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Enjoyability,5
503,Melody,RIneOAfWA6POfHcHOoYEDG1BF6T2,2,Background music,4
